NOME_STRUTTURA,ASST,INDIRIZZO,RATING_GLOBALE,N_VALUTAZIONI,N_AREE,AREE_SPECIALISTICHE,RATING_DIMENSIONI_JSON,RATING_PER_AREA_JSON,TIPO,CLASSIFICAZIONE,COMUNE,PROVINCIA,LATITUDINE,LONGITUDINE
OSPEDALE DI CREMONA,ASST CREMONA,"VIALE CONCORDIA, 1 - CREMONA (CR)",4.8,7.0,49.0,"['ALLERGOLOGIA', 'ANATOMIA PATOLOGICA', 'ASTANTERIA - DEGENZA BREVE', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA VASCOLARE', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'EMODIALISI', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MALATTIE INFETTIVE E TROPICALI', 'MEDICINA DEI TRAPIANTI', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'MEDICINA SPORTIVA', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROCHIRURGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'TERAPIA INTENSIVA NEONATALE', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 4.6, ""Pulizia"": 4.6, ""Rispetto della privacy"": 4.6, ""Qualità dell'ospitalità e della struttura"": 4.7, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 4.4, ""Gestione delle visite dei parenti"": 4.4}","{""Chirurgia Generale"": 5.0, ""Medicina Interna - Generale"": 5.0, ""Neurochirurgia"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Pediatria"": 5.0}",OSPEDALE,SPOKE,CREMONA,CR,45.1316646,10.0521668
AUXOLOGICO SAN LUCA DI MILANO,,"PIAZZALE BRESCIA, 20 - MILANO (MI)",4.8,6.0,50.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA MAXILLO FACCIALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA TORACICA', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GENETICA', 'GERIATRIA', 'GINECOLOGIA', 'IMMUNOLOGIA', 'LUNGODEGENTI', 'MALATTIE INFETTIVE E TROPICALI', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'MEDICINA SPORTIVA', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO CARDIOLOGICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'SERVIZI DOMICILIARI', 'SERVIZI TERRITORIALI', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 4.6, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 4.8, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 3.5, ""Gestione delle visite dei parenti"": 4.8}","{""Cardiologia"": 5.0, ""Endocrinologia e Diabetologia"": 5.0, ""Neurologia"": 5.0, ""Unità Coronarica - Unità Intensiva Cardiologica"": 5.0}",OSPEDALE,SPOKE,MILANO,MI,45.4720181,9.1450895
OSPEDALE PIO XI DI DESIO,ASST BRIANZA,"VIA GIUSEPPE MAZZINI, 1 - DESIO (MB)",4.8,6.0,31.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'TERAPIA INTENSIVA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 4.8, ""Pulizia"": 4.8, ""Rispetto della privacy"": 4.7, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 4.8, ""Chiarezza delle informazioni amministrative e organizzative"": 4.7, ""Qualità dei pasti"": 4.6, ""Gestione delle visite dei parenti"": 4.8}","{""Allergologia"": 5.0, ""Oncologia"": 5.0}",OSPEDALE,SPOKE,DESIO,MB,45.6265974,9.1961849
PRESIDIO OSPEDALIERO ALESSANDRO MANZONI DI LECCO,ASST LECCO,"VIA DELL'EREMO, 9/11 - LECCO (LC)",4.8,5.0,43.0,"['ANATOMIA PATOLOGICA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'IMMUNOLOGIA', 'MALATTIE INFETTIVE E TROPICALI', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROCHIRURGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO GINECOLOGICO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'SERVIZI TERRITORIALI', 'TERAPIA INTENSIVA NEONATALE', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 4.2, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.2, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}","{""Ortopedia e Traumatologia"": 5.0, ""Terapia Intensiva Neonatale"": 5.0}",OSPEDALE,HUB,LECCO,LC,45.8536966,9.4124493
IRCCS MAUGERI PAVIA,,"VIA SALVATORE MAUGERI, 10 - PAVIA (PV)",4.8,3.0,44.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHECK UP', 'CHIRURGIA GENERALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA VASCOLARE', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GENETICA', 'GERIATRIA', 'GINECOLOGIA', 'IMMUNOLOGIA', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'NEFROLOGIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ONCOLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 4.3, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.3, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}",{},OSPEDALE,SPOKE,PAVIA,PV,45.204193,9.1396246
OSPEDALE DI EDOLO,ASST VALCAMONICA,"PIAZZA DONATORI DI SANGUE, 1 - EDOLO (BS)",4.8,3.0,7.0,"['CHIRURGIA GENERALE', 'MEDICINA INTERNA - GENERALE', 'ORTOPEDIA E TRAUMATOLOGIA', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI']","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 4.3, ""Rispetto della privacy"": 4.3, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0}","{""Pronto soccorso"": 5.0, ""Radiologia e Diagnostica per Immagini"": 5.0}",OSPEDALE,SPOKE,EDOLO,BS,46.1787559,10.3311868
VILLA BERETTA DI COSTA MASNAGA,,"VIA NAZARIO SAURO, 17 - COSTA MASNAGA (LC)",4.8,1.0,4.0,"['NEUROLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI']","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 3.0}",{},OSPEDALE,SPOKE,COSTA MASNAGA,LC,45.7701775,9.2715865
OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI DI VARESE,ASST SETTE LAGHI,"VIALE LUIGI BORRI, 57 - VARESE (VA)",4.7,20.0,55.0,"['ANATOMIA PATOLOGICA', 'ASTANTERIA - DEGENZA BREVE', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA TORACICA', 'CHIRURGIA VASCOLARE', 'CHIRURGIA VERTEBRALE', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'EMODIALISI', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MALATTIE INFETTIVE E TROPICALI', 'MEDICINA DEI TRAPIANTI', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROCHIRURGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'TERAPIA INTENSIVA NEONATALE', 'TOSSICOLOGIA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA', 'UROLOGIA PEDIATRICA']","{""Da consigliare a parenti e amici"": 4.8, ""Pulizia"": 4.8, ""Rispetto della privacy"": 4.8, ""Qualità dell'ospitalità e della struttura"": 4.9, ""Disponibilità e gentilezza del personale medico"": 4.8, ""Disponibilità e gentilezza del personale non medico"": 4.9, ""Chiarezza delle informazioni mediche ricevute"": 4.8, ""Chiarezza delle informazioni amministrative e organizzative"": 4.7, ""Qualità dei pasti"": 4.2, ""Gestione delle visite dei parenti"": 4.6}","{""Cardiochirurgia"": 5.0, ""Chirurgia Generale"": 5.0, ""Chirurgia Plastica e Medicina Estetica"": 5.0, ""Chirurgia Toracica"": 5.0, ""Oculistica"": 5.0, ""Otorinolaringoiatria"": 5.0, ""Pronto soccorso"": 5.0, ""Riabilitazione Ortopedica"": 5.0, ""Senologia"": 5.0}",OSPEDALE,HUB,VARESE,VA,45.8078076,8.8375231
OSPEDALE DI SOMMA LOMBARDO,ASST VALLE OLONA,"VIA OSPEDALE, 3 - SOMMA LOMBARDO (VA)",4.7,2.0,6.0,"['ANALISI DI LABORATORIO', 'MEDICINA INTERNA - GENERALE', 'OCULISTICA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA']","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 4.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0}","{""Analisi di Laboratorio"": 5.0}",OSPEDALE,SPOKE,SOMMA LOMBARDO,VA,45.6839101,8.7145644
OSPEDALE PAPA GIOVANNI XXIII DI BERGAMO,ASST PAPA GIOVANNI XXIII,"PIAZZA OMS, 1 - BERGAMO (BG)",4.6,47.0,63.0,"['ANATOMIA PATOLOGICA', 'CARDIOCHIRURGIA', 'CARDIOCHIRURGIA PEDIATRICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA MAXILLO FACCIALE', 'CHIRURGIA PEDIATRICA', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA TORACICA', 'CHIRURGIA VASCOLARE', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'EMODIALISI', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FARMACOLOGIA CLINICA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MALATTIE INFETTIVE E TROPICALI', 'MEDICINA DEI TRAPIANTI', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'MEDICINA SPORTIVA', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROCHIRURGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOEMATOLOGIA', 'ONCOEMATOLOGIA PEDIATRICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO GINECOLOGICO', 'PRONTO SOCCORSO OFTALMICO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'TERAPIA INTENSIVA NEONATALE', 'TOSSICOLOGIA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UNITÀ SPINALE', 'UROLOGIA E ANDROLOGIA', 'UROLOGIA PEDIATRICA']","{""Da consigliare a parenti e amici"": 4.7, ""Pulizia"": 4.6, ""Rispetto della privacy"": 4.5, ""Qualità dell'ospitalità e della struttura"": 4.7, ""Disponibilità e gentilezza del personale medico"": 4.7, ""Disponibilità e gentilezza del personale non medico"": 4.5, ""Chiarezza delle informazioni mediche ricevute"": 4.5, ""Chiarezza delle informazioni amministrative e organizzative"": 4.4, ""Qualità dei pasti"": 4.3, ""Gestione delle visite dei parenti"": 4.4}","{""Cardiochirurgia"": 5.0, ""Cardiochirurgia Pediatrica"": 5.0, ""Cardiologia"": 5.0, ""Chirurgia Pediatrica"": 5.0, ""Chirurgia Vascolare"": 5.0, ""Ematologia e Immunoematologia"": 5.0, ""Endocrinologia e Diabetologia"": 4.3, ""Fisiopatologia della Riproduzione - PMA"": 5.0, ""Gastroenterologia"": 5.0, ""Ginecologia"": 5.0, ""Malattie Infettive e Tropicali"": 5.0, ""Medicina dei Trapianti"": 5.0, ""Medicina Interna - Generale"": 5.0, ""Neonatologia"": 5.0, ""Neurochirurgia"": 3.7, ""Neurologia d'urgenza e Stroke Unit"": 5.0, ""Oncologia"": 5.0, ""Otorinolaringoiatria"": 5.0, ""Pronto soccorso"": 5.0, ""Pronto soccorso ginecologico"": 4.5, ""Pronto soccorso pediatrico"": 5.0, ""Psichiatria e Psicologia"": 5.0, ""Senologia"": 5.0, ""Terapia Intensiva"": 5.0, ""Terapia Intensiva Neonatale"": 5.0, ""Unità Coronarica - Unità Intensiva Cardiologica"": 5.0}",OSPEDALE,HUB,BERGAMO,BG,45.6868302,9.6393079
OSPEDALE NIGUARDA DI MILANO,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,"PIAZZA OSPEDALE MAGGIORE, 3 - MILANO (MI)",4.6,16.0,61.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOCHIRURGIA PEDIATRICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA MAXILLO FACCIALE', 'CHIRURGIA PEDIATRICA', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA TORACICA', 'CHIRURGIA VASCOLARE', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GASTROENTEROLOGIA', 'GENETICA', 'GINECOLOGIA', 'GRANDI USTIONI', 'LUNGODEGENTI', 'MALATTIE INFETTIVE E TROPICALI', 'MEDICINA DEI TRAPIANTI', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROCHIRURGIA', 'NEUROCHIRURGIA PEDIATRICA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO GINECOLOGICO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'TERAPIA INTENSIVA NEONATALE', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UNITÀ SPINALE', 'UROLOGIA E ANDROLOGIA', 'UROLOGIA PEDIATRICA']","{""Da consigliare a parenti e amici"": 4.7, ""Pulizia"": 4.9, ""Rispetto della privacy"": 4.7, ""Qualità dell'ospitalità e della struttura"": 4.6, ""Disponibilità e gentilezza del personale medico"": 4.5, ""Disponibilità e gentilezza del personale non medico"": 4.6, ""Chiarezza delle informazioni mediche ricevute"": 4.5, ""Chiarezza delle informazioni amministrative e organizzative"": 4.6, ""Qualità dei pasti"": 4.4, ""Gestione delle visite dei parenti"": 4.5}","{""Chirurgia Generale"": 5.0, ""Ematologia e Immunoematologia"": 5.0, ""Endocrinologia e Diabetologia"": 5.0, ""Gastroenterologia"": 5.0, ""Ginecologia"": 5.0, ""Medicina Nucleare"": 5.0, ""Neurochirurgia"": 5.0, ""Neurologia"": 5.0, ""Oncologia"": 5.0, ""Pronto soccorso"": 5.0, ""Radiologia e Diagnostica per Immagini"": 5.0, ""Reumatologia"": 5.0, ""Unità Spinale"": 5.0}",OSPEDALE,HUB,MILANO,MI,45.5107852,9.1874665
PRESIDIO OSPEDALIERO DI RHO,ASST RHODENSE,"CORSO EUROPA, 250 - RHO (MI)",4.6,9.0,23.0,"['ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CURE PALLIATIVE - HOSPICE', 'ELETTROFISIOLOGIA E EMODINAMICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'NEONATOLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'PEDIATRIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 4.8, ""Pulizia"": 4.7, ""Rispetto della privacy"": 4.8, ""Qualità dell'ospitalità e della struttura"": 4.2, ""Disponibilità e gentilezza del personale medico"": 4.9, ""Disponibilità e gentilezza del personale non medico"": 4.3, ""Chiarezza delle informazioni mediche ricevute"": 4.8, ""Chiarezza delle informazioni amministrative e organizzative"": 4.4, ""Qualità dei pasti"": 3.8, ""Gestione delle visite dei parenti"": 4.9}","{""Oncologia"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Ostetricia"": 5.0, ""Terapia Intensiva"": 5.0}",OSPEDALE,SPOKE,RHO,MI,45.5345146,9.0343713
